Filings Report,,,,,,,,,,
"Generated on Monday, 19 October 2020 at 18:53 PDT",,,,,,,,,,
,,,,,,,,,,
CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1497253,Secondary,"Organovo Holdings, Inc.","San Diego, CA",ONVO,NYSE,2016-10-21,-,-,$24.8 mil.,"Jefferies, Evercore ISI, Raymond James, BTIG"
1401667,Secondary,Puma Biotechnology Inc.,"Los Angeles, CA",PBYI,NYSE,2016-10-18,-,-,$150.0 mil.,"Citigroup, J.P. Morgan"
1612042,Secondary,Ascendis Pharma A/S,"Hellerup, DENMARK",ASND,Nasdaq NM,2016-10-18,-,-,$120.0 mil.,"J.P. Morgan, BofA Securities, Credit Suisse"
1486159,Secondary,Oasis Petroleum Inc.,"Houston, TX",OAS,NYSE,2016-10-18,-,-,$518.4 mil.,"J.P. Morgan, Goldman Sachs & Co."
1061027,Secondary,Sunesis Pharmaceuticals Inc.,"South San Francisco, CA",SNSS,Nasdaq NM,2016-10-18,-,-,$19.0 mil.,"Cowen, Wells Fargo Securities"
906709,Secondary,Nektar Therapeutics,"San Francisco, CA",NKTR,Nasdaq NM,2016-10-17,-,-,$175.5 mil.,"J.P. Morgan, Jefferies, Piper Jaffray, William Blair & Co."
906780,Secondary,Empire Resorts Inc.,"Henderson, NV",NYNY,Nasdaq NM,2016-10-14,-,-,$250.0 mil.,Shelf Registration (mixed)
806279,Secondary,"Codorus Valley Bancorp, Inc.","York, PA",CVLY,Nasdaq NM,2016-10-13,-,-,$100.0 mil.,Shelf Registration (mixed)
1588216,Secondary,"RSP Permian, Inc.","Dallas, TX",RSPP,NYSE,2016-10-13,-,-,$874.5 mil.,"Barclays, RBC Capital Markets"
1615346,Secondary,Landmark Infrastructure Partners LP,"El Segundo, CA",LMRK,Nasdaq NM,2016-10-13,-,-,$48.9 mil.,"Raymond James, RBC Capital Markets, Wells Fargo Securities, Baird"
61398,Secondary,Magellan Petroleum Corp.,"Portland, ME",MPET,Nasdaq NM,2016-10-12,-,-,$500.0 mil.,Shelf Registration (mixed)
1610618,Secondary,"Cidara Therapeutics, Inc.","San Diego, CA",CDTX,Nasdaq NM,2016-10-06,-,-,$25.0 mil.,Cantor
1227025,Secondary,NeoPhotonics Corporation,"San Jose, CA",NPTN,NYSE,2016-10-05,-,-,$80.0 mil.,Shelf Registration
861838,Secondary,Idera Pharmaceuticals Inc.,"Cambridge, MA",IDRA,Nasdaq NM,2016-10-05,-,-,$50.0 mil.,"J.P. Morgan, Goldman Sachs & Co., Wedbush PacGrow Life Sciences, JMP Securities"
1267565,Secondary,"Collegium Pharmaceutical, Inc.","Canton, MA",COLL,Nasdaq NM,2016-10-04,-,-,$80.0 mil.,"Jefferies, Piper Jaffray, William Blair & Co., Needham & Company, Janney Montgomery Scott, LLC"
1499912,Secondary,FXCM Inc.,"New York, NY",FXCM,Nasdaq NM,2016-10-03,-,-,$1.50 mil.,Shelf Registration
1388320,Secondary,"Actinium Pharmaceuticals, Inc.","New York, NY",ATNM,NYSE,2016-09-28,-,-,$10.0 mil.,H.C. Wainwright & Co.
1100412,Secondary,"Array Biopharma, Inc.","Boulder, CO",ARRY,Nasdaq NM,2016-09-27,-,-,$115.0 mil.,"J.P. Morgan, Cowen"
1504167,Secondary,BioPharmX Corp,"Menlo Park,, CA",BPMX,NYSE,2016-09-27,-,-,$0.930 mil.,Rodman & Renshaw LLC
1161154,Secondary,"Energy Transfer Partners, L.P.","Dallas, TX",SXL,NYSE,2016-09-26,-,-,$567.0 mil.,Barclays
1588238,Secondary,Rice Energy Inc.,"Canonsburg, PA",RICE,NYSE,2016-09-26,-,-,N/A,"Barclays, Wells Fargo Securities"
1017491,Secondary,"Seelos Therapeutics, Inc.","New York, NY",APRI,Nasdaq NM,2016-09-26,-,-,$4.60 mil.,Rodman & Renshaw LLC
1446159,Secondary,Skyline Medical Inc.,"Eagan, MN",SKLN,Nasdaq NM,2016-09-23,-,-,$20.0 mil.,Shelf Registration (mixed)
1454789,Secondary,"Catabasis Pharmaceuticals, Inc.","Cambridge, MA",CATB,Nasdaq NM,2016-09-23,-,-,$10.0 mil.,Cowen
808450,Secondary,Navistar International Corp.,"Warrenville, IL",NAV,NYSE,2016-09-22,-,-,"$2,000.0 mil.",Shelf Registration (mixed)
1463101,Secondary,Enphase Energy Inc.,"Petaluma, CA",ENPH,Nasdaq NM,2016-09-22,-,-,$15.6 mil.,Oppenheimer & Co. Inc.
873303,Secondary,Sarepta Therapeutics Inc.,"Bothell, WA",SRPT,Nasdaq NM,2016-09-21,-,-,$300.0 mil.,"J.P. Morgan, Goldman Sachs & Co., Credit Suisse"
1404644,Secondary,"Aquinox Pharmaceuticals, Inc.","Vancouver, BC, CANADA",AQXP,Nasdaq NM,2016-09-19,-,-,$65.5 mil.,"SVB Leerink, Canaccord Genuity   , Guggenheim Securities, Needham & Company"
1157806,Secondary,Encana Corp.,"Calgary, Alberta, CANADA",ECA,NYSE,2016-09-19,-,-,"$1,000.5 mil.","Credit Suisse, J.P. Morgan, CIBC Capital Markets, TD Securities"
1110647,Secondary,Oclaro Inc.,"San Jose, CA",OCLR,Nasdaq NM,2016-09-19,-,-,$125.3 mil.,"Jefferies, Needham & Company, Stifel, Craig-Hallum Capital Group"
1337553,Secondary,"Aerie Pharmaceuticals, Inc.","Bedminster, NJ",AERI,Nasdaq NM,2016-09-15,-,-,$75.0 mil.,Cantor
1439222,Secondary,"Agios Pharmaceuticals, Inc.","Cambridge, MA",AGIO,Nasdaq NM,2016-09-13,-,-,$150.0 mil.,"J.P. Morgan, Goldman Sachs & Co., Cowen"
1644675,Secondary,Mimecast Ltd,"London, UNITED KINGDOM",MIME,Nasdaq NM,2016-09-12,-,-,$80.0 mil.,"J.P. Morgan, Barclays, Goldman Sachs & Co., Jefferies, RBC Capital Markets, Oppenheimer & Co. Inc., Dougherty &  Company"
1580670,Secondary,"LGI Homes, Inc.","The Woodlands, TX",LGIH,Nasdaq NM,2016-09-08,-,-,$25.0 mil.,"Deutsche Bank Securities, J.P. Morgan, JMP Securities, Builder Advisor Group, LLC"
1597553,Secondary,"Sage Therapeutics, Inc.","Cambridge, MA",SAGE,Nasdaq NM,2016-09-07,-,-,$175.0 mil.,"J.P. Morgan, Goldman Sachs & Co."
1549922,Secondary,"Summit Midstream Partners, LP","Dallas, TX",SMLP,NYSE,2016-09-07,-,-,$127.6 mil.,Goldman Sachs & Co.
928022,Secondary,Callon Petroleum Co.,"Natchez, MS",CPE,NYSE,2016-09-06,-,-,$436.5 mil.,"Credit Suisse, J.P. Morgan"
1004702,Secondary,OceanFirst Financial Corp.,"Toms River, NJ",OCFC,Nasdaq NM,2016-09-02,-,-,$150.0 mil.,Shelf Registration (mixed)
316253,Secondary,Enzo Biochem Inc.,"New York, NY",ENZ,NYSE,2016-09-01,-,-,$50.0 mil.,Shelf Registration (mixed)
1617669,Secondary,"Unique Fabricating, Inc.","Auburn Hills, MI",UFAB,NYSE,2016-08-31,-,-,$50.0 mil.,Shelf Registration
1411906,Secondary,Ampio Pharmaceuticals Inc.,"Greenwood Village, CO",AMPE,NYSE,2016-08-30,-,-,$3.75 mil.,Shelf Registration
946644,Secondary,AIM ImmunoTech Inc.,"Ocala, FL",HEB,NYSE,2016-08-26,-,-,$5.00 mil.,Rodman & Renshaw LLC
1635650,Secondary,Green Plains Partners LP,"Omaha, NE",GPP,NYSE,2016-08-25,-,-,$500.0 mil.,Shelf Registration (mixed)
1583103,Secondary,Valero Energy Partners LP,"San Antonio, TX",VLP,NYSE,2016-08-25,-,-,$350.0 mil.,Shelf Registration
1563855,Secondary,Sophiris Bio Inc.,"La Jolla, CA",SPHS,Nasdaq NM,2016-08-22,-,-,$26.0 mil.,"Piper Jaffray, Maxim Group LLC"
1302573,Secondary,OncoMed Pharmaceuticals Inc.,"Redwood City, CA",OMED,Nasdaq NM,2016-08-17,-,-,$55.0 mil.,"SVB Leerink, Wells Fargo Securities, JMP Securities"
1284807,Secondary,Ply Gem Holdings Inc.,"Cary, NC",PGEM,NYSE,2016-08-17,-,-,$200.0 mil.,Shelf Registration (mixed)
1060021,Secondary,Blackrock Inc,"New York, NY",BLK,NYSE,2016-08-15,-,-,"$1,000.0 mil.",Shelf Registration (mixed)
1131324,Secondary,Genomic Health Inc.,"Redwood City, CA",GHDX,Nasdaq NM,2016-08-11,-,-,$350.0 mil.,Shelf Registration (mixed)
1030206,Secondary,Vascular Solutions Inc,"Minneapolis, MN",VASC,Nasdaq NM,2016-08-10,-,-,$50.0 mil.,Shelf Registration (mixed)
1048477,Secondary,Biomarin Pharmaceutical Inc,"Novato, CA",BMRN,Nasdaq NM,2016-08-09,-,-,$720.0 mil.,"Goldman Sachs & Co., BofA Securities"
31235,Secondary,Eastman Kodak Company,"Rochester, NY",KODK,NYSE,2016-08-09,-,-,"$1,200.0 mil.",Shelf Registration (mixed)
1102392,Secondary,"Royal Energy Resources, Inc.","Charleston, SC",ROYE,OTC BB,2016-08-09,-,-,$50.0 mil.,Shelf Registration (mixed)
1070494,Secondary,"Acadia Pharmaceuticals, Inc.","San Diego, CA",ACAD,Nasdaq NM,2016-08-08,-,-,$200.0 mil.,"J.P. Morgan, Goldman Sachs & Co., BofA Securities, Cowen, Piper Jaffray, Needham & Company"
1089443,Secondary,Digimarc Corp,"Beaverton, OR",DMRC,Nasdaq NM,2016-08-04,-,-,$37.0 mil.,"Needham & Company, Cowen, Craig-Hallum Capital Group, B. Riley FBR"
1623919,Secondary,EndoChoice Holdings),"Alpharetta, GA",GI,NYSE,2016-08-03,-,-,$100.0 mil.,Shelf Registration (mixed)
1100397,Secondary,"Advaxis, Inc.","Princeton, NJ",ADXS,Nasdaq NM,2016-08-02,-,-,$30.3 mil.,"Jefferies, Barclays, Cantor, Guggenheim Securities, Janney Montgomery Scott, LLC, H.C. Wainwright & Co."
1009672,Secondary,CARBO Ceramics Inc.,"Houston, TX",CRR,NYSE,2016-07-28,-,-,$75.0 mil.,Cowen
1596946,Secondary,Quotient Ltd,"Midlothian, UNITED KINGDOM",QTNT,Nasdaq NM,2016-07-28,-,-,$15.4 mil.,Jefferies
1393020,Secondary,"Invuity, Inc.","San Francisco, CA",IVTY,Nasdaq NM,2016-07-27,-,-,$28.0 mil.,"Piper Jaffray, SVB Leerink, William Blair & Co."
761648,Secondary,"Cedar Realty Trust, Inc.","Port Washington, NY",CDR,NYSE,2016-07-26,-,-,N/A,BofA Securities
1602065,Secondary,Viper Energy Partners LP,"Midland, TX",VNOM,Nasdaq NM,2016-07-25,-,-,$111.2 mil.,Credit Suisse
1071993,Secondary,Contango Oil & Gas Company,"Houston, TX",MCF,NYSE,2016-07-21,-,-,$50.0 mil.,"RBC Capital Markets, SunTrust Robinson Humphrey"
1006424,Secondary,"Bear State Financial, Inc.","Little Rock, AR",BSF,Nasdaq NM,2016-07-21,-,-,$50.0 mil.,Shelf Registration (mixed)
1403708,Secondary,"Evoke Pharma, Inc.","San Diego, CA",EVOK,Nasdaq NM,2016-07-20,-,-,$4.50 mil.,Rodman & Renshaw LLC
1074902,Secondary,LCNB Corp.,"Lebanon, OH",LCNB,Nasdaq NM,2016-07-20,-,-,$100.0 mil.,Shelf Registration
1528129,Secondary,Laredo Petroleum Holdings Inc.,"Tulsa, OK",LPI,NYSE,2016-07-14,-,-,N/A,Credit Suisse
1351288,Secondary,GW Pharmaceuticals plc,"Wiltshire, UNITED KINGDOM",GWPH,Nasdaq NM,2016-07-12,-,-,$289.8 mil.,"Morgan Stanley, BofA Securities, Goldman Sachs & Co., Cowen, Piper Jaffray"
1590714,Secondary,Platform Specialty Products Corp,"West Palm Beach, FL",PAH,NYSE,2016-07-12,-,-,"$1,000.0 mil.",Shelf Registration (mixed)
131123,Secondary,"TerraVia Holdings, Inc.","South San Francisco, CA",TVIA,Nasdaq NM,2016-07-08,-,-,$150.0 mil.,Shelf Registration (mixed)
886128,Secondary,FuelCell Energy Inc.,"Danbury, CT",FCEL,Nasdaq NM,2016-07-07,-,-,$40.0 mil.,J.P. Morgan
1463972,Secondary,Vuzix Corp.,"Rochester, NY",VUZI,Nasdaq NM,2016-07-06,-,-,$5.75 mil.,Oppenheimer & Co. Inc.
1407623,Secondary,Retail Opportunity Investments Corp.,"Purchase, NY",ROIC,Nasdaq NM,2016-07-06,-,-,$121.1 mil.,"Jefferies, J.P. Morgan, KeyBanc Capital Markets"
1208682,Secondary,Ventas Inc.,"Louisville, KY",VTR,NYSE,2016-07-05,-,-,"$1,000.0 mil.","BofA Securities, Citigroup, Credit Agricole CIB, J.P. Morgan, Morgan Stanley, MUFG, RBC Capital Markets, UBS Investment Bank, Wells Fargo Securities"
1383154,Secondary,"COPsync, Inc.","Addison, TX",COYN,Nasdaq NM,2016-07-01,-,-,$25.0 mil.,Shelf Registration (mixed)
1010858,Secondary,FMSA Holdings Inc.  (Fairmount Santrol),"Chesterland, OH",FMSA,NYSE,2016-06-30,-,-,$500.0 mil.,Shelf Registration (mixed)
1540159,Secondary,"Edesa Biotech, Inc.","Markham, Ontario, CANADA",SBOT,Nasdaq NM,2016-06-30,-,-,$0.001 mil.,Maxim Group LLC
1491576,Secondary,TESARO Inc.,"Waltham, MA",TSRO,Nasdaq NM,2016-06-30,-,-,$376.7 mil.,"Citigroup, SVB Leerink, Credit Suisse, Wells Fargo Securities"
64040,Secondary,S&P Global Inc.,"New York, NY",SPGI,NYSE,2016-06-29,-,-,"$1,200.0 mil.",Shelf Registration (mixed)
1600470,Secondary,Eclipse Resources Corp.,"State College, PA",ECR,NYSE,2016-06-28,-,-,$131.3 mil.,"Goldman Sachs & Co., KeyBanc Capital Markets, Morgan Stanley, BMO Capital Markets"
1598968,Secondary,Antero Midstream Partners LP,"Denver, CO",AM,NYSE,2016-06-28,-,-,$250.0 mil.,Shelf Registration
907471,Secondary,Meta Financial Group Inc.,"Storm Lake, IA",CASH,Nasdaq NM,2016-06-27,-,-,$150.0 mil.,Shelf Registration (mixed)
1407190,Secondary,Violin Memory Inc,"Mountain View, CA",VMEM,NYSE,2016-06-24,-,-,$20.0 mil.,Shelf Registration
1604416,Secondary,"Nexeo Solutions, Inc.","The Woodlands, TX",NXEO,Nasdaq NM,2016-06-23,-,-,$30.7 mil.,
1037643,Secondary,Paratek Pharmaceuticals Inc.,"Boston, MA",PRTK,Nasdaq NM,2016-06-20,-,-,$55.3 mil.,"SVB Leerink, Guggenheim Securities, Ladenburg Thalmann, BTIG"
1138776,Secondary,"Aevi Genomic Medicine, Inc.","Wayne, PA",MDGN,NYSE,2016-06-20,-,-,$20.0 mil.,"Jefferies, JMP Securities, Needham & Company"
3967,Secondary,AV Homes Inc.,"Scottsdale, AZ",AVHI,Nasdaq NM,2016-06-16,-,-,$300.0 mil.,Shelf Registration (mixed)
844965,Secondary,"TETRA Technologies, Inc.","The Woodlands, TX",TTI,NYSE,2016-06-16,-,-,$55.0 mil.,"BofA Securities, Wells Fargo Securities, J.P. Morgan, RBC Capital Markets, DnB NOR Markets, Comerica Securities"
1040896,Secondary,"Intellicheck, Inc.","Melville, NY",IDN,NYSE,2016-06-14,-,-,$2.10 mil.,Joseph Gunnar & Co LLC
1598646,Secondary,"Minerva Neurosciences, Inc.","Cambridge, MA",NERV,Nasdaq NM,2016-06-13,-,-,$50.0 mil.,"Jefferies, JMP Securities"
1208261,Secondary,Immune Pharmaceuticals Inc.,"Cambridge, MA",IMNP,Nasdaq NM,2016-06-13,-,-,$75.0 mil.,Shelf Registration (mixed)
1014739,Secondary,"Option Care Health, Inc.","Bannockburn, IL",BIOS,Nasdaq NM,2016-06-13,-,-,$80.0 mil.,"Jefferies, SunTrust Robinson Humphrey, Craig-Hallum Capital Group"
1031927,Secondary,Echo Therapeutics Inc.,"Philadelphia, PA",ECTE,Nasdaq NM,2016-06-10,-,-,$25.0 mil.,Shelf Registration (mixed)
1603207,Secondary,Vascular Biogenics Ltd.,ISRAEL,VBLX,Nasdaq NM,2016-06-09,-,-,$24.0 mil.,Rodman & Renshaw LLC
1075607,Secondary,TC Pipelines LP,"Houston, TX",TCP,NYSE,2016-06-07,-,-,$400.0 mil.,Shelf Registration
1419600,Secondary,"Flexion Therapeutics, Inc.","Burlington, MA",FLXN,Nasdaq NM,2016-06-07,-,-,$77.0 mil.,"Wells Fargo Securities, RBC Capital Markets, BMO Capital Markets"
1557883,Secondary,"Dermira, Inc.","Redwood City, CA",DERM,Nasdaq NM,2016-06-07,-,-,$126.0 mil.,"SVB Leerink, Cowen, Guggenheim Securities, Needham & Company"
1577437,Secondary,Ardmore Shipping Corp,"Mahon, Cork, IRELAND",ASC,NYSE,2016-06-07,-,-,$66.8 mil.,"Evercore ISI, ABN Amro Inc"
1620928,Secondary,Rice Midstream Partners LP,"Canonsburg, PA",RMP,NYSE,2016-06-07,-,-,$148.0 mil.,"Wells Fargo Securities, RBC Capital Markets, BMO Capital Markets"
1348649,Secondary,"CoLucid Pharmaceuticals, Inc.","Burlington, MA",CLCD,Nasdaq NM,2016-06-06,-,-,$150.0 mil.,Shelf Registration (mixed)
1412067,Secondary,"Cascadian Therapeutics, Inc.","Seattle, WA",CASC,Nasdaq NM,2016-06-02,-,-,$28.0 mil.,Cowen
1552033,Secondary,TransUnion,"Chicago, IL",TRU,NYSE,2016-06-01,-,-,$575.0 mil.,Shelf Registration
1602367,Secondary,Adeptus Health Inc.,"Lewisville, TX",ADPT,NYSE,2016-06-01,-,-,$151.9 mil.,Goldman Sachs & Co.
1544227,Secondary,"Millendo Therapeutics, Inc.","Ann Arbor, MI",OVAS,Nasdaq NM,2016-05-25,-,-,$50.1 mil.,"SVB Leerink, Oppenheimer & Co. Inc., H.C. Wainwright & Co., Roth Capital Partners"
906465,Secondary,"QCR Holdings, Inc.","Moline, IL",QCRH,Nasdaq NM,2016-05-23,-,-,$30.1 mil.,Shelf Registration
134992,Secondary,Cancer Genetics Inc.,"Rutherfor, NJ",CGIX,Nasdaq NM,2016-05-23,-,-,$5.00 mil.,Rodman & Renshaw LLC
1358356,Secondary,Porter Bancorp Inc.,"Louisville, KY",PBIB,Nasdaq NM,2016-05-20,-,-,$6.49 mil.,Shelf Registration
1338042,Secondary,Aegerion Pharmaceuticals Inc.,"Cambridge, MA",AEGR,Nasdaq NM,2016-05-19,-,-,$100.0 mil.,Shelf Registration (mixed)
867665,Secondary,Abraxas Petroleum Corp.,"San Antonio, TX",AXAS,Nasdaq NM,2016-05-19,-,-,$23.8 mil.,"Johnson Rice & Company, Canaccord Genuity   , Stephens, Inc."
1318605,Secondary,"Tesla, Inc.","Palo Alto, CA",TSLA,Nasdaq NM,2016-05-18,-,-,"$2,300.0 mil.","Morgan Stanley, Goldman Sachs & Co., Deutsche Bank Securities, Citigroup, BofA Securities"
1538990,Secondary,STORE Capital Corp.,"Scottsdale, AZ",STOR,NYSE,2016-05-16,-,-,$275.2 mil.,"Goldman Sachs & Co., Morgan Stanley"
1319229,Secondary,TransMontaigne Partners L.P.,"Denver, CO",TLP,NYSE,2016-05-13,-,-,"$1,000.0 mil.",Shelf Registration (mixed)
1563665,Secondary,"Biostage, Inc.","Holliston, MA",BSTG,Nasdaq NM,2016-05-12,-,-,$5.00 mil.,Rodman & Renshaw LLC
1324410,Secondary,Guaranty Bancorp,"Denver, CO",GBNK,Nasdaq NM,2016-05-11,-,-,$100.0 mil.,Shelf Registration (mixed)
1477200,Secondary,Rocket Fuel Inc.,"Redwood City, CA",FUEL,Nasdaq NM,2016-05-10,-,-,$0.050 mil.,Shelf Registration (mixed)
934473,Secondary,GenVec Inc.,"Gaithersburg, MD",GNVC,Nasdaq NM,2016-05-06,-,-,$5.00 mil.,Rodman & Renshaw LLC
1347613,Secondary,Synergy Pharmaceuticals Inc.,"New York, NY",SGYP,Nasdaq NM,2016-05-05,-,-,$89.2 mil.,Shelf Registration
1464790,Secondary,"B. Riley Financial, Inc.","Woodland Hills, CA",RILY,Nasdaq NM,2016-05-04,-,-,$20.0 mil.,B. Riley FBR
1178104,Secondary,Cardica Inc.,"Redwood City, CA",CRDC,Nasdaq NM,2016-05-04,-,-,$100.0 mil.,Shelf Registration (mixed)
1425292,Secondary,CVR Partners LP,"Sugar Land, TX",UAN,NYSE,2016-04-29,-,-,$250.0 mil.,Shelf Registration (mixed)
1569134,Secondary,"Tallgrass Energy Partners, LP","Overland Park, KS",TEP,NYSE,2016-04-28,-,-,$750.0 mil.,Shelf Registration (mixed)
1583107,Secondary,"Theravance Biopharma, Inc.","George Town, Grand Cayma, CAYMAN ISLANDS",TBPH,Nasdaq NM,2016-04-27,-,-,$100.1 mil.,"SVB Leerink, Evercore ISI"
1557421,Secondary,"Ignyta, Inc.","San Diego, CA",RXDX,Nasdaq NM,2016-04-27,-,-,$50.0 mil.,"J.P. Morgan, Piper Jaffray, Ladenburg Thalmann"
1368514,Secondary,"ADMA Biologics, Inc.","Hackensack, NJ",ADMA,Nasdaq NM,2016-04-27,-,-,$12.3 mil.,"Raymond James, Ladenburg Thalmann"
1044435,Secondary,Active Power Inc.,"Austin, TX",ACPW,Nasdaq NM,2016-04-26,-,-,$38.5 mil.,Shelf Registration (mixed)
1618561,Secondary,Nexvet Biopharma plc,"Dublin, IRELAND",NVET,Nasdaq NM,2016-04-22,-,-,$50.0 mil.,Shelf Registration (mixed)
1110783,Secondary,Monsanto Company,"St Louis, MO",MON,NYSE,2016-04-13,-,-,"$6,000.0 mil.",Shelf Registration (mixed)
1588238,Secondary,Rice Energy Inc.,"Canonsburg, PA",RICE,NYSE,2016-04-12,-,-,$488.2 mil.,Goldman Sachs & Co.
1609951,Secondary,National Commerce Corp,"Birmingham, AL",NCOM,Nasdaq NM,2016-04-11,-,-,$100.0 mil.,Shelf Registration (mixed)
1254595,Secondary,First Potomac Realty Trust,"Bethesda, MD",FPO,NYSE,2016-04-11,-,-,$500.0 mil.,Shelf Registration (mixed)
1571283,Secondary,"Rexford Industrial Realty, Inc.","Los Angeles, CA",REXR,NYSE,2016-04-11,-,-,$182.7 mil.,"Wells Fargo Securities, BofA Securities, Citigroup, J.P. Morgan"
1423824,Secondary,"Alder BioPharmaceuticals, Inc.","Bothell, WA",ALDR,Nasdaq NM,2016-04-06,-,-,$125.0 mil.,"J.P. Morgan, SVB Leerink, Wells Fargo Securities"
108471,Secondary,Pacific Continental Corp.,"Eugene, OR",PCBK,Nasdaq NM,2016-04-01,-,-,$100.0 mil.,Shelf Registration (mixed)
43350,Secondary,Gas Natural Inc.,"Great Falls, MT",EGAS,NYSE/Amex,2016-03-31,-,-,$50.0 mil.,Shelf Registration
1157602,Secondary,"Vitae Pharmaceuticals, Inc","Fort Washington, PA",VTAE,Nasdaq NM,2016-03-23,-,-,$40.0 mil.,"Piper Jaffray, BMO Capital Markets"
912593,Secondary,Sun Communities Inc.,"Southfield, MI",SUI,NYSE,2016-03-22,-,-,$349.1 mil.,"Citigroup, BofA Securities"
1327467,Secondary,Celator Pharmaceuticals Inc,"Ewing, NJ",CPXX,Nasdaq NM,2016-03-22,-,-,$38.0 mil.,"Stifel, Needham & Company"
65770,Secondary,Microvision Inc.,"Redmond, WA",MVIS,Nasdaq NM,2016-03-21,-,-,$6.00 mil.,Northland Capital Markets
1060523,Secondary,Cardinal Financial Corp,"McLean, VA",CFNL,Nasdaq NM,2016-03-17,-,-,$100.0 mil.,Shelf Registration (mixed)
1519061,Secondary,Trinseo S.A.,"Berwyn, PA",TSE,NYSE,2016-03-15,-,-,"$1,289.5 mil.",Shelf Registration
1494448,Secondary,"Emergent Capital, Inc.","Boca Raton, FL",IFT,NYSE,2016-03-14,-,-,$50.0 mil.,"FBR, MLV"
1292519,Secondary,InVivo Therapeutics Corp.,"Cambridge, MA",NVIV,Nasdaq NM,2016-03-14,-,-,$28.0 mil.,"Raymond James, Ladenburg Thalmann, Cantor"
882508,Secondary,QuickLogic Corp.,"Sunnyvale, CA",QUIK,Nasdaq NM,2016-03-11,-,-,$10.0 mil.,"Roth Capital Partners, The Benchmark Company"
786947,Secondary,"Acura Pharmaceuticals, Inc.","Palatine, IL",ACUR,Nasdaq NM,2016-03-09,-,-,$63.8 mil.,Shelf Registration (mixed)
784199,Secondary,CryoLife Inc.,"Kennesaw, GA",CRY,NYSE,2016-03-09,-,-,$41.3 mil.,Shelf Registration
101778,Secondary,Marathon Oil Corporation,"Houston, TX",MRO,NYSE,2016-02-29,-,-,N/A,Morgan Stanley
912750,Secondary,Newfield Exploration Co.,"Houston, TX",NFX,NYSE,2016-02-29,-,-,$790.4 mil.,"Credit Suisse, J.P. Morgan, Goldman Sachs & Co."
1636222,Secondary,Wingstop Inc.,"Dallas, TX",WING,Nasdaq NM,2016-02-25,-,-,$129.7 mil.,"Morgan Stanley, Jefferies, Baird"
1105184,Secondary,Nanosphere Inc.,"Northbrook, IL",NSPH,Nasdaq NM,2016-02-24,-,-,$0.315 mil.,Shelf Registration
1169445,Secondary,"Computer Programs and Systems, Inc.","Mobile, AL",CPSI,Nasdaq NM,2016-02-23,-,-,$108.0 mil.,Shelf Registration
277595,Secondary,Energen Corp.,"Birmingham, AL",EGN,NYSE,2016-02-19,-,-,$403.0 mil.,Credit Suisse
922521,Secondary,"FalconStor Software, Inc.","Melville, NY",FALC,Nasdaq NM,2016-02-17,-,-,$30.0 mil.,Shelf Registration (mixed)
1160308,Secondary,"Savara, Inc.","Austin, TX",MSTX,NYSE,2016-02-09,-,-,$8.00 mil.,"Roth Capital Partners, Maxim Group LLC"
1180079,Secondary,Silver Spring Networks Inc.,"Redwood City, CA",SSNI,NYSE,2016-02-08,-,-,$200.0 mil.,Shelf Registration (mixed)
1596946,Secondary,Quotient Ltd,"Midlothian, UNITED KINGDOM",QTNT,Nasdaq NM,2016-02-03,-,-,$200.0 mil.,J.P. Morgan
1316625,Secondary,Silicon Graphics International Corp.,"Milpitas, CA",SGI,Nasdaq NM,2016-01-27,-,-,$75.0 mil.,Shelf Registration (mixed)
809248,Secondary,Carrols Restaurant Group Inc. (Carrols Holdings),"Syracuse, NY",TAST,Nasdaq NM,2016-01-22,-,-,$125.0 mil.,Shelf Registration (mixed)
1261249,Secondary,"Agile Therapeutics, Inc.","Princeton, NJ",AGRX,Nasdaq NM,2016-01-21,-,-,$35.0 mil.,"William Blair & Co., RBC Capital Markets"
1616817,Secondary,Metaldyne Performance Group Inc.,"Plymouth, MI",MPG,NYSE,2016-01-19,-,-,$300.0 mil.,Shelf Registration (mixed)
1463258,Secondary,Renewable Energy Group Inc. (REG Newco),"Ames, IA",REGI,Nasdaq NM,2015-12-24,-,-,$200.0 mil.,Shelf Registration (mixed)
1222840,Secondary,Retail Properties of America Inc.,"Oak Brook, IL",RPAI,NYSE,2015-12-21,-,-,$250.0 mil.,"Deutsche Bank Securities, Citigroup, Jefferies"
1407067,Secondary,Franklin Financial Network Inc.,"Franklin,, TN",FSB,NYSE,2015-12-16,-,-,$100.0 mil.,Shelf Registration (mixed)
1061027,Secondary,Sunesis Pharmaceuticals Inc.,"South San Francisco, CA",SNSS,Nasdaq NM,2015-12-16,-,-,$8.03 mil.,Cowen
1478121,Secondary,Pfenex Inc.,"San Diego, CA",PFNX,NYSE,2015-12-15,-,-,$0.705 mil.,Morgan Stanley
727207,Secondary,"Accelerate Diagnostics, Inc","Tucson, AZ",AXDX,Nasdaq NM,2015-12-08,-,-,$95.0 mil.,"J.P. Morgan, Piper Jaffray, William Blair & Co., BTIG"
316300,Secondary,EXCO Resources Inc.,"Dallas, TX",XCO,NYSE,2015-12-08,-,-,"$1,250.0 mil.",Shelf Registration (mixed)
